customer_id,last_purchase,frequency,monetary,recency,R,F,M,RFM_Score
15192,2011-08-12 11:41:00,3,1044.32,119,2,2,2,222
15193,2011-10-10 08:23:00,1,499.32,60,3,1,2,312
15194,2011-09-22 18:10:00,15,7616.53,77,3,3,3,333
15195,2011-12-07 12:20:00,1,3861.0,1,3,1,3,313
15197,2011-04-01 11:50:00,3,1079.61,252,1,2,2,122
15198,2011-09-08 14:42:00,2,193.64,91,2,2,1,221
15199,2011-09-06 10:12:00,4,1268.7,94,2,3,3,233
15201,2011-09-13 14:53:00,5,1236.54,86,2,3,3,233
15203,2011-09-21 12:28:00,6,1827.8,78,3,3,3,333
15204,2010-12-17 13:49:00,1,316.58,356,1,1,1,111
15205,2011-09-15 19:36:00,2,653.24,84,3,2,2,322
15206,2011-09-01 11:41:00,4,420.3,99,2,3,2,232
15208,2011-06-29 13:51:00,5,870.12,162,1,3,2,132
15210,2011-04-28 16:11:00,1,331.18,224,1,1,1,111
15211,2010-12-09 16:08:00,2,894.41,364,1,2,2,122
15212,2011-04-12 13:45:00,1,101.8,240,1,1,1,111
15213,2011-01-25 12:21:00,2,328.35,317,1,2,1,121
15214,2011-09-25 16:06:00,8,1661.44,74,3,3,3,333
15215,2011-09-04 12:24:00,3,734.94,95,2,2,2,222
15216,2011-09-13 11:41:00,1,96.6,87,2,1,1,211
15218,2011-09-26 12:10:00,11,5756.89,74,3,3,3,333
15219,2011-06-16 16:57:00,1,305.75,175,1,1,1,111
15220,2011-08-16 14:28:00,6,1778.96,114,2,3,3,233
15221,2010-12-08 13:08:00,1,403.25,365,1,1,2,112
15222,2011-01-25 08:03:00,1,585.0,318,1,1,2,112
15223,2011-04-04 12:17:00,2,755.75,248,1,2,2,122
15224,2010-12-16 15:02:00,2,322.08,357,1,2,1,121
15225,2011-04-19 14:51:00,1,409.4,233,1,1,2,112
15226,2011-02-02 11:41:00,1,154.41,310,1,1,1,111
15227,2011-05-08 10:11:00,5,1219.4,215,1,3,3,133
15228,2011-08-02 12:27:00,4,3386.71,128,2,3,3,233
15230,2011-04-14 14:39:00,2,429.6,238,1,2,2,122
15232,2011-08-18 16:27:00,2,612.06,112,2,2,2,222
15234,2011-03-08 08:53:00,1,197.0,276,1,1,1,111
15235,2011-05-06 09:44:00,12,2247.51,217,1,3,3,133
15236,2011-02-14 10:52:00,1,321.05,298,1,1,1,111
15237,2011-09-22 15:28:00,4,1412.32,77,3,3,3,333
15238,2011-09-05 15:26:00,3,1071.99,94,2,2,2,222
15239,2011-09-22 09:53:00,2,780.59,78,3,2,2,322
15240,2011-09-16 13:45:00,5,1706.57,83,3,3,3,333
15241,2011-09-27 14:00:00,8,1756.44,72,3,3,3,333
15243,2011-09-26 14:12:00,1,316.68,73,3,1,1,311
15244,2011-04-05 15:12:00,2,631.57,247,1,2,2,122
15245,2011-07-28 18:56:00,3,2515.84,133,2,2,3,223
15246,2011-04-15 14:45:00,2,514.15,237,1,2,2,122
15247,2011-08-09 12:52:00,1,356.0,121,2,1,1,211
15249,2011-09-09 11:46:00,13,6688.46,91,2,3,3,233
15251,2011-09-09 15:53:00,11,10484.99,90,2,3,3,233
15252,2011-06-09 14:15:00,2,740.78,182,1,2,2,122
15253,2011-09-12 12:32:00,5,918.2,87,2,3,2,232
15254,2011-08-04 15:04:00,1,300.36,126,2,1,1,211
15255,2011-10-04 12:43:00,1,890.85,65,3,1,2,312
15256,2011-07-14 11:47:00,1,98.45,148,2,1,1,211
15257,2011-03-01 12:58:00,1,317.15,282,1,1,1,111
15258,2011-06-24 12:30:00,2,623.16,167,1,2,2,122
15260,2011-08-31 13:55:00,7,1810.77,99,2,3,3,233
15261,2011-07-27 15:20:00,1,254.82,134,2,1,1,211
15262,2011-01-20 12:16:00,1,178.95,323,1,1,1,111
15263,2011-08-25 10:26:00,1,156.51,106,2,1,1,211
15264,2011-10-06 13:49:00,1,393.74,63,3,1,2,312
15265,2011-07-11 14:46:00,2,1506.12,150,2,2,3,223
15266,2011-01-05 13:40:00,1,119.3,337,1,1,1,111
15267,2011-07-07 11:36:00,5,1717.36,155,2,3,3,233
15269,2011-11-16 09:32:00,1,408.8,23,3,1,2,312
15270,2011-08-14 10:38:00,7,2379.49,117,2,3,3,233
15271,2011-09-06 09:49:00,15,2507.07,94,2,3,3,233
15272,2011-09-14 16:36:00,2,721.94,85,2,2,2,222
15274,2011-12-05 16:57:00,2,716.57,3,3,2,2,322
15275,2011-11-02 11:20:00,1,615.14,37,3,1,2,312
15276,2011-10-04 16:39:00,1,135.31,65,3,1,1,311
15277,2011-10-24 10:08:00,1,255.9,46,3,1,1,311
15279,2010-12-20 10:48:00,1,290.51,354,1,1,1,111
15280,2011-06-20 17:14:00,1,113.12,171,1,1,1,111
15281,2011-07-26 09:23:00,9,2332.15,136,2,3,3,233
15286,2011-10-21 11:08:00,1,240.55,49,3,1,1,311
15287,2011-09-30 12:30:00,2,486.69,69,3,2,2,322
15288,2011-07-07 10:28:00,5,2306.52,155,2,3,3,233
15289,2011-07-25 11:01:00,3,939.78,137,2,2,2,222
15290,2011-09-21 14:07:00,18,7943.22,78,3,3,3,333
15291,2011-09-06 09:15:00,15,4668.3,94,2,3,3,233
15292,2011-05-22 15:00:00,1,180.94,200,1,1,1,111
15296,2011-08-22 14:20:00,6,3672.86,108,2,3,3,233
15297,2011-11-29 16:32:00,3,641.94,9,3,2,2,322
15298,2011-09-08 08:56:00,12,4799.9,92,2,3,3,233
15299,2011-06-28 17:01:00,7,4507.01,163,1,3,3,133
15300,2011-10-06 17:08:00,1,496.44,63,3,1,2,312
15301,2011-09-28 09:43:00,12,5070.35,72,3,3,3,333
15303,2011-02-22 13:59:00,1,574.02,289,1,1,2,112
15304,2011-09-15 08:55:00,8,694.4,85,2,3,2,232
15306,2011-09-08 12:47:00,3,1174.35,91,2,2,2,222
15307,2011-09-05 11:38:00,1,205.3,95,2,1,1,211
15308,2011-03-10 13:08:00,1,310.47,273,1,1,1,111
15311,2011-09-06 14:38:00,91,60767.9,93,2,3,3,233
15312,2011-09-25 13:10:00,4,924.85,74,3,3,2,332
15313,2011-08-21 16:02:00,1,52.0,109,2,1,1,211
15314,2011-05-24 14:39:00,1,327.97,198,1,1,1,111
15315,2011-08-15 15:17:00,2,570.5,115,2,2,2,222
15316,2011-01-17 11:34:00,1,165.0,326,1,1,1,111
15318,2011-12-06 11:30:00,1,312.62,3,3,1,1,311
15319,2011-03-01 12:48:00,1,204.5,282,1,1,1,111
15320,2011-10-26 13:27:00,1,267.13,43,3,1,1,311
15321,2011-09-30 09:40:00,3,2748.31,70,3,2,3,323
15322,2011-09-15 09:34:00,1,679.68,85,2,1,2,212
15325,2011-08-28 11:55:00,1,162.29,103,2,1,1,211
15326,2011-01-10 11:38:00,1,311.71,333,1,1,1,111
15327,2011-10-18 11:55:00,1,208.75,52,3,1,1,311
15329,2011-07-28 15:31:00,3,1049.7,133,2,2,2,222
15330,2011-11-07 17:50:00,2,714.96,31,3,2,2,322
15332,2010-12-08 14:43:00,4,1661.06,365,1,3,3,133
15333,2011-05-15 13:27:00,1,1028.56,207,1,1,2,112
15334,2011-07-06 11:22:00,3,351.67,156,2,2,1,221
15335,2011-10-17 12:50:00,1,173.97,52,3,1,1,311
15339,2011-10-04 12:51:00,2,574.07,65,3,2,2,322
15341,2011-09-20 09:40:00,1,2020.52,80,3,1,3,313
15342,2011-08-02 10:19:00,1,406.09,129,2,1,2,212
15343,2011-09-13 13:55:00,1,364.5,86,2,1,1,211
15344,2011-09-26 14:48:00,3,563.94,73,3,2,2,322
15345,2011-10-25 11:28:00,1,393.54,45,3,1,2,312
15346,2011-01-11 11:18:00,1,252.42,332,1,1,1,111
15347,2010-12-08 15:25:00,1,201.6,365,1,1,1,111
15348,2011-09-28 13:17:00,1,158.04,71,3,1,1,311
15349,2011-07-04 16:06:00,2,473.81,157,2,2,2,222
15350,2010-12-01 13:33:00,1,115.65,372,1,1,1,111
15351,2011-09-21 15:54:00,7,1960.11,78,3,3,3,333
15353,2011-03-30 12:15:00,2,777.02,254,1,2,2,122
15355,2011-11-10 13:44:00,2,277.05,28,3,2,1,321
15356,2011-09-29 13:11:00,10,2766.5,70,3,3,3,333
15358,2011-09-26 11:04:00,22,8347.2,74,3,3,3,333
15360,2011-10-31 09:35:00,1,427.93,39,3,1,2,312
15361,2010-12-13 09:52:00,1,418.92,361,1,1,2,112
15363,2010-12-02 12:28:00,1,326.0,371,1,1,1,111
15364,2011-09-05 09:46:00,2,913.19,95,2,2,2,222
15365,2011-09-04 15:37:00,7,2314.32,95,2,3,3,233
15366,2011-09-25 15:01:00,2,602.51,74,3,2,2,322
15367,2011-04-08 11:50:00,4,1877.59,245,1,3,3,133
15368,2011-11-18 14:42:00,1,446.94,20,3,1,2,312
15370,2011-09-29 13:35:00,7,2386.05,70,3,3,3,333
15372,2011-07-25 16:39:00,1,2007.4,136,2,1,3,213
15373,2011-08-16 08:52:00,12,2415.91,115,2,3,3,233
15374,2011-08-03 09:59:00,1,168.0,128,2,1,1,211
15376,2011-08-14 15:39:00,3,1233.36,116,2,2,3,223
15379,2011-06-06 15:06:00,7,3703.29,185,1,3,3,133
15380,2011-09-14 15:41:00,5,1690.26,85,2,3,3,233
15381,2011-05-10 11:55:00,2,596.85,213,1,2,2,122
15382,2011-09-16 09:27:00,6,5955.71,84,3,3,3,333
15384,2011-06-23 10:57:00,2,642.41,169,1,2,2,122
15385,2011-10-30 15:11:00,1,316.88,39,3,1,1,311
15386,2011-06-06 13:47:00,1,394.14,185,1,1,2,112
15388,2011-03-14 13:53:00,1,140.54,269,1,1,1,111
15389,2011-06-20 16:18:00,1,500.0,171,1,1,2,112
15392,2011-09-12 10:01:00,4,1535.53,88,2,3,3,233
15393,2011-03-03 16:58:00,2,231.86,280,1,2,1,121
15394,2011-09-22 15:51:00,4,2183.54,77,3,3,3,333
15395,2011-01-18 12:40:00,1,107.45,324,1,1,1,111
15396,2011-08-19 10:56:00,1,288.18,112,2,1,1,211
15397,2011-02-23 09:25:00,1,94.0,289,1,1,1,111
15398,2011-09-22 14:56:00,2,1345.53,77,3,2,3,323
15399,2011-09-21 15:57:00,3,815.77,78,3,2,2,322
15400,2011-09-08 13:57:00,5,716.2,91,2,3,2,232
15402,2011-07-14 12:17:00,2,626.77,147,2,2,2,222
15405,2011-06-03 14:44:00,1,349.1,188,1,1,1,111
15406,2011-02-11 16:20:00,2,510.71,300,1,2,2,122
15407,2011-06-09 11:32:00,4,1056.44,183,1,3,2,132
15408,2011-03-20 15:02:00,1,267.18,263,1,1,1,111
15410,2011-09-16 14:47:00,8,3450.84,83,3,3,3,333
15411,2011-09-30 14:07:00,4,1358.88,69,3,3,3,333
15412,2011-06-21 15:24:00,1,190.53,170,1,1,1,111
15414,2011-04-11 13:45:00,3,774.9,241,1,2,2,122
15415,2011-01-30 14:13:00,1,572.81,312,1,1,2,112
15416,2011-07-07 18:29:00,4,3984.32,154,2,3,3,233
15417,2011-09-15 15:26:00,1,508.8,84,3,1,2,312
15419,2011-11-15 09:23:00,1,135.86,24,3,1,1,311
15421,2011-05-08 14:02:00,4,950.36,214,1,3,2,132
15422,2011-01-20 16:17:00,2,97.7,322,1,2,1,121
15423,2011-11-01 14:01:00,1,43.5,37,3,1,1,311
15424,2011-03-30 13:02:00,2,383.34,253,1,2,1,121
15426,2011-03-27 16:05:00,5,1447.39,256,1,3,3,133
15427,2011-11-06 14:29:00,3,1483.14,32,3,2,3,323
15428,2011-11-24 16:54:00,1,93.78,14,3,1,1,311
15429,2011-09-25 13:42:00,2,397.35,74,3,2,2,322
15432,2011-11-16 16:30:00,1,171.19,22,3,1,1,311
15433,2011-05-10 10:45:00,2,533.3,213,1,2,2,122
15434,2011-08-24 16:24:00,5,1041.48,106,2,3,2,232
15435,2011-11-17 16:39:00,1,149.29,21,3,1,1,311
15436,2011-04-19 16:52:00,3,1122.53,233,1,2,2,122
15437,2011-03-22 13:11:00,1,200.16,261,1,1,1,111
15438,2011-07-31 14:19:00,1,156.58,130,2,1,1,211
15440,2011-07-26 14:27:00,3,383.68,135,2,2,1,221
15442,2011-04-05 12:24:00,1,594.0,247,1,1,2,112
15443,2011-09-27 11:58:00,7,3236.91,73,3,3,3,333
15444,2011-11-30 17:37:00,2,1418.26,8,3,2,3,323
15445,2011-03-20 15:06:00,1,113.5,263,1,1,1,111
15447,2011-01-13 11:26:00,1,155.17,330,1,1,1,111
15448,2011-01-31 10:42:00,1,494.64,312,1,1,2,112
15449,2011-06-07 16:42:00,3,974.52,184,1,2,2,122
15450,2011-11-09 17:11:00,1,429.84,29,3,1,2,312
15452,2011-09-29 14:08:00,3,538.73,70,3,2,2,322
15453,2011-09-08 15:05:00,7,1388.37,91,2,3,3,233
15454,2010-12-12 14:21:00,1,179.1,361,1,1,1,111
15456,2011-03-01 13:51:00,3,447.22,282,1,2,2,122
15457,2011-03-22 15:31:00,1,237.07,261,1,1,1,111
15458,2011-11-14 13:08:00,1,161.64,24,3,1,1,311
15460,2010-12-20 16:08:00,1,216.76,353,1,1,1,111
15462,2011-09-06 13:11:00,3,234.6,93,2,2,1,221
15463,2011-11-10 12:57:00,1,126.14,28,3,1,1,311
15464,2011-01-05 15:56:00,1,1048.85,337,1,1,2,112
15465,2011-09-18 10:19:00,18,7354.62,82,3,3,3,333
15466,2011-09-15 14:08:00,1,334.53,84,3,1,1,311
15467,2011-07-17 15:24:00,3,524.88,144,2,2,2,222
15468,2011-10-19 13:49:00,2,467.51,50,3,2,2,322
15469,2011-08-11 16:54:00,2,538.55,119,2,2,2,222
15471,2011-12-07 14:12:00,1,469.48,1,3,1,2,312
15472,2011-08-18 15:17:00,1,371.56,112,2,1,1,211
15473,2011-11-25 15:15:00,7,1771.2,13,3,3,3,333
15475,2011-09-23 15:20:00,1,454.11,76,3,1,2,312
15478,2011-10-30 14:19:00,2,1441.42,39,3,2,3,323
15480,2011-08-15 14:32:00,1,905.5,115,2,1,2,212
15482,2011-06-27 10:29:00,12,11054.96,165,1,3,3,133
15483,2011-07-01 13:07:00,4,233.81,160,1,3,1,131
15484,2011-09-22 13:31:00,4,3594.31,77,3,3,3,333
15485,2010-12-01 13:23:00,3,2575.0,372,1,2,3,123
15488,2011-09-08 10:11:00,1,91.32,92,2,1,1,211
15489,2011-05-12 12:54:00,3,1134.28,210,1,2,2,122
15491,2011-09-05 15:56:00,6,3100.09,94,2,3,3,233
15492,2011-09-26 14:02:00,2,659.46,73,3,2,2,322
15493,2011-07-13 11:19:00,5,2001.8,149,2,3,3,233
15494,2011-08-10 15:29:00,2,1299.23,120,2,2,3,223
15497,2011-11-22 11:51:00,2,1262.2,17,3,2,3,323
15498,2011-09-16 09:56:00,27,13316.4,84,3,3,3,333
15500,2011-09-19 13:47:00,4,1131.56,80,3,3,2,332
15502,2011-09-11 11:58:00,12,10384.93,89,2,3,3,233
15503,2010-12-12 10:57:00,1,147.09,362,1,1,1,111
15504,2011-09-19 13:45:00,1,52.83,80,3,1,1,311
15505,2011-09-16 12:27:00,5,3610.96,83,3,3,3,333
15506,2011-07-24 11:45:00,3,979.26,138,2,2,2,222
15507,2011-06-21 11:19:00,1,492.36,171,1,1,2,112
15508,2011-06-03 15:43:00,6,1000.27,188,1,3,2,132
15510,2011-01-13 12:10:00,1,250.0,330,1,1,1,111
15511,2011-09-15 15:05:00,5,909.23,84,3,3,2,332
15512,2011-07-07 10:20:00,2,121.0,155,2,2,1,221
15513,2011-09-06 09:53:00,19,14758.22,94,2,3,3,233
15514,2011-04-28 12:06:00,11,4139.46,225,1,3,3,133
15516,2011-10-26 10:51:00,3,62.43,44,3,2,1,321
15517,2011-04-20 14:02:00,1,267.03,232,1,1,1,111
15518,2011-08-07 13:08:00,8,1942.45,123,2,3,3,233
15520,2011-12-08 10:58:00,1,343.5,1,3,1,1,311
15521,2011-09-06 10:04:00,8,3000.2,94,2,3,3,233
15522,2011-09-13 12:26:00,2,398.84,86,2,2,2,222
15523,2011-09-16 16:29:00,1,412.01,83,3,1,2,312
15524,2011-11-15 12:09:00,1,440.0,24,3,1,2,312
15525,2011-12-07 14:43:00,3,825.92,1,3,2,2,322
15526,2011-11-06 15:04:00,2,148.44,32,3,2,1,321
15527,2011-09-11 12:56:00,8,2429.78,88,2,3,3,233
15528,2011-03-30 16:14:00,1,229.33,253,1,1,1,111
15529,2011-09-13 11:14:00,11,3995.23,87,2,3,3,233
15530,2011-07-13 12:15:00,4,1502.35,149,2,3,3,233
15531,2011-12-01 18:43:00,2,2007.44,7,3,2,3,323
15532,2011-07-31 13:13:00,4,1580.93,130,2,3,3,233
15533,2011-09-18 13:40:00,3,807.57,81,3,2,2,322
15535,2011-06-19 16:02:00,4,536.4,172,1,3,2,132
15537,2011-06-29 13:10:00,1,110.92,162,1,1,1,111
15539,2011-12-02 13:36:00,1,538.46,6,3,1,2,312
15540,2011-11-28 13:51:00,1,213.3,10,3,1,1,311
15541,2011-08-17 14:58:00,1,85.13,113,2,1,1,211
15543,2011-02-24 15:26:00,1,127.86,287,1,1,1,111
15544,2011-08-12 09:10:00,9,3546.71,119,2,3,3,233
15545,2010-12-03 17:28:00,2,292.72,370,1,2,1,121
15547,2011-09-18 14:27:00,14,4954.84,81,3,3,3,333
15549,2011-09-23 16:22:00,3,1693.26,76,3,2,3,323
15550,2011-08-25 15:18:00,4,575.63,105,2,3,2,232
15551,2011-11-03 12:37:00,1,436.06,35,3,1,2,312
15552,2011-05-06 14:47:00,1,90.12,216,1,1,1,111
15553,2011-10-10 14:02:00,1,437.23,59,3,1,2,312
15554,2011-03-07 09:00:00,1,217.2,277,1,1,1,111
15555,2011-09-22 17:07:00,16,4805.17,77,3,3,3,333
15556,2011-11-15 16:08:00,1,279.77,23,3,1,1,311
15557,2011-11-11 12:46:00,1,473.65,27,3,1,2,312
15561,2011-07-13 11:20:00,4,800.59,149,2,3,2,232
15562,2010-12-23 09:55:00,1,134.55,351,1,1,1,111
15563,2011-05-23 11:44:00,4,1400.44,200,1,3,3,133
15565,2011-09-30 10:44:00,2,173.16,70,3,2,1,321
15567,2011-11-21 10:48:00,1,186.01,18,3,1,1,311
15568,2011-09-27 14:37:00,3,758.29,72,3,2,2,322
15569,2011-08-28 10:15:00,5,1375.71,103,2,3,3,233
15570,2011-07-21 12:29:00,12,4165.52,140,2,3,3,233
15571,2011-09-22 13:15:00,4,650.43,77,3,3,2,332
15572,2011-08-22 10:44:00,7,2552.86,109,2,3,3,233
15573,2011-09-15 12:16:00,2,607.45,85,2,2,2,222
15574,2011-06-15 12:01:00,4,702.25,177,1,3,2,132
15576,2011-11-02 12:03:00,1,940.67,37,3,1,2,312
15577,2011-07-11 17:03:00,3,258.88,150,2,2,1,221
15578,2011-06-30 13:03:00,1,127.1,161,1,1,1,111
15579,2011-10-02 12:45:00,2,348.6,67,3,2,1,321
15581,2011-08-09 13:44:00,13,3679.97,121,2,3,3,233
15582,2011-08-31 14:52:00,3,682.91,99,2,2,2,222
15584,2011-09-28 10:09:00,4,725.11,72,3,3,2,332
15585,2011-06-16 08:38:00,1,455.3,176,1,1,2,112
15587,2011-09-11 12:10:00,4,913.68,89,2,3,2,232
15589,2011-03-29 09:54:00,3,478.53,255,1,2,2,122
15592,2011-10-24 08:59:00,1,388.58,46,3,1,2,312
15593,2011-09-30 11:46:00,1,199.8,70,3,1,1,311
15594,2011-09-07 10:51:00,5,1771.78,93,2,3,3,233
15596,2011-08-31 10:55:00,5,1406.59,100,2,3,3,233
15597,2011-11-04 13:26:00,1,324.57,34,3,1,1,311
15598,2011-10-17 16:04:00,1,240.68,52,3,1,1,311
15599,2011-05-19 13:05:00,2,761.74,203,1,2,2,122
15601,2011-09-11 15:20:00,14,6776.56,88,2,3,3,233
15602,2011-09-30 09:38:00,9,1297.87,70,3,3,3,333
15603,2011-09-22 10:04:00,1,48.48,78,3,1,1,311
15604,2011-10-18 14:47:00,1,216.39,51,3,1,1,311
15605,2011-09-11 10:39:00,5,1198.23,89,2,3,3,233
15606,2011-08-12 15:00:00,9,2920.16,118,2,3,3,233
15607,2011-01-07 12:44:00,1,104.76,335,1,1,1,111
15608,2011-08-11 09:56:00,4,1093.68,120,2,3,2,232
15609,2011-06-08 13:00:00,1,298.48,183,1,1,1,111
15610,2011-10-19 10:36:00,1,112.46,51,3,1,1,311
15611,2011-09-30 13:21:00,13,1591.45,69,3,3,3,333
15612,2011-11-03 14:52:00,2,195.15,35,3,2,1,321
15615,2011-08-26 12:41:00,23,10399.74,104,2,3,3,233
15618,2011-09-08 12:57:00,4,776.85,91,2,3,2,232
15619,2011-11-29 08:14:00,1,336.4,10,3,1,1,311
15620,2011-05-03 11:22:00,3,1553.18,220,1,2,3,123
15621,2011-12-05 14:01:00,4,1293.03,3,3,3,3,333
15622,2011-09-14 10:35:00,9,3709.56,86,2,3,3,233
15623,2011-07-21 17:26:00,1,301.03,140,2,1,1,211
15624,2011-08-15 11:38:00,4,588.13,116,2,3,2,232
15625,2011-08-28 10:21:00,4,1534.26,103,2,3,3,233
15626,2011-09-26 10:03:00,2,675.8,74,3,2,2,322
15628,2011-09-02 12:52:00,9,2870.24,97,2,3,3,233
15630,2011-05-19 10:16:00,2,1186.35,204,1,2,2,122
15632,2011-08-10 10:57:00,8,3285.31,121,2,3,3,233
15634,2011-11-22 16:28:00,1,243.55,16,3,1,1,311
15636,2011-09-11 11:17:00,2,724.76,89,2,2,2,222
15637,2011-10-18 08:28:00,1,223.36,52,3,1,1,311
15639,2011-07-28 14:30:00,1,425.32,133,2,1,2,212
15640,2011-09-22 14:59:00,15,12515.66,77,3,3,3,333
15641,2011-08-26 14:04:00,4,1887.2,104,2,3,3,233
15643,2011-06-01 07:38:00,3,664.0,191,1,2,2,122
15644,2011-06-26 14:54:00,4,813.0,165,1,3,2,132
15645,2011-11-21 11:55:00,1,612.01,18,3,1,2,312
15646,2011-07-05 09:53:00,3,447.64,157,2,2,2,222
15648,2011-05-19 15:53:00,2,657.35,203,1,2,2,122
15649,2010-12-07 10:06:00,2,816.0,367,1,2,2,122
15651,2011-03-24 08:56:00,3,646.3,260,1,2,2,122
15652,2011-09-09 14:22:00,1,337.74,90,2,1,1,211
15653,2011-09-08 10:49:00,2,877.44,92,2,2,2,222
15654,2011-11-30 13:08:00,2,922.53,8,3,2,2,322
15655,2011-04-10 15:25:00,1,560.67,242,1,1,2,112
15656,2011-06-14 13:48:00,4,748.5,177,1,3,2,132
15657,2011-11-17 12:19:00,1,30.0,21,3,1,1,311
15658,2011-06-02 15:22:00,5,1024.1,189,1,3,2,132
15659,2011-10-27 09:23:00,1,306.45,43,3,1,1,311
15660,2011-09-15 13:57:00,9,1600.86,84,3,3,3,333
15661,2011-01-05 12:32:00,2,309.8,337,1,2,1,121
15663,2011-08-25 15:50:00,1,138.14,105,2,1,1,211
15664,2011-10-20 10:57:00,1,386.43,50,3,1,1,311
15665,2011-06-24 14:57:00,2,2242.01,167,1,2,3,123
15667,2011-10-31 10:56:00,1,301.32,39,3,1,1,311
15668,2011-05-06 10:39:00,1,76.32,217,1,1,1,111
15669,2011-08-28 11:19:00,4,684.34,103,2,3,2,232
15670,2011-02-16 10:50:00,1,173.05,296,1,1,1,111
15671,2011-09-06 10:53:00,7,2657.13,94,2,3,3,233
15673,2011-09-12 16:12:00,4,2881.02,87,2,3,3,233
15674,2011-09-27 15:17:00,5,2446.6,72,3,3,3,333
15675,2011-09-19 13:48:00,3,323.69,80,3,2,1,321
15676,2011-03-01 10:19:00,3,3435.76,283,1,2,3,123
15677,2011-10-21 15:36:00,1,657.23,48,3,1,2,312
15678,2011-10-18 09:25:00,1,352.7,52,3,1,1,311
15679,2011-07-08 13:31:00,4,781.28,153,2,3,2,232
15680,2010-12-08 14:43:00,3,1333.68,365,1,2,3,123
15681,2011-06-09 16:34:00,5,1426.16,182,1,3,3,133
15683,2011-08-14 12:56:00,1,193.75,116,2,1,1,211
15687,2011-06-06 09:13:00,9,2993.1,186,1,3,3,133
15689,2011-08-12 09:37:00,2,254.1,119,2,2,1,221
15690,2011-08-31 11:40:00,2,239.76,100,2,2,1,221
15691,2011-04-01 15:13:00,1,136.8,251,1,1,1,111
15692,2011-11-11 14:12:00,1,191.04,27,3,1,1,311
15694,2011-06-05 11:44:00,14,6479.4,187,1,3,3,133
15695,2011-03-18 08:32:00,2,409.98,266,1,2,2,122
15696,2011-09-21 08:55:00,8,2736.46,79,3,3,3,333
15699,2011-11-22 08:26:00,1,309.65,17,3,1,1,311
15700,2011-06-20 16:53:00,2,696.68,171,1,2,2,122
15701,2011-09-27 10:41:00,4,1542.14,73,3,3,3,333
15703,2011-03-20 10:51:00,1,211.5,264,1,1,1,111
15704,2011-07-22 13:35:00,4,2293.62,139,2,3,3,233
15705,2011-05-22 15:37:00,1,143.1,200,1,1,1,111
15706,2011-09-25 12:45:00,4,1060.56,74,3,3,2,332
15707,2011-09-14 14:19:00,4,945.58,85,2,3,2,232
15708,2011-07-24 12:20:00,7,3364.24,137,2,3,3,233
15709,2011-03-01 10:38:00,1,133.25,283,1,1,1,111
15712,2011-09-29 13:03:00,5,1072.36,70,3,3,2,332
15713,2011-07-19 13:34:00,2,356.7,142,2,2,1,221
15714,2011-09-23 11:25:00,2,330.88,77,3,2,1,321
15716,2011-07-17 11:59:00,4,1118.81,145,2,3,2,232
15717,2011-04-19 13:21:00,1,150.3,233,1,1,1,111
15719,2011-09-01 12:41:00,13,5045.61,98,2,3,3,233
15720,2011-11-15 14:48:00,1,598.73,23,3,1,2,312
15721,2011-11-28 12:14:00,1,507.08,11,3,1,2,312
15722,2011-08-23 11:30:00,5,2222.56,108,2,3,3,233
15723,2010-12-10 11:12:00,1,203.1,364,1,1,1,111
15724,2011-05-22 14:40:00,2,218.25,200,1,2,1,121
15725,2011-11-24 14:51:00,1,415.25,14,3,1,2,312
15727,2011-08-24 14:54:00,7,5178.96,106,2,3,3,233
15729,2011-05-11 12:36:00,1,85.0,211,1,1,1,111
15730,2011-09-08 14:28:00,3,1120.88,91,2,2,2,222
15732,2011-05-11 14:24:00,2,294.12,211,1,2,1,121
15733,2011-03-02 09:05:00,1,162.3,282,1,1,1,111
15734,2011-08-17 10:50:00,2,1339.45,114,2,2,3,223
15737,2011-09-21 13:24:00,8,1205.12,78,3,3,3,333
15738,2011-09-04 12:04:00,16,4812.42,96,2,3,3,233
15739,2011-10-04 13:42:00,1,449.12,65,3,1,2,312
15740,2011-10-21 14:29:00,1,154.88,48,3,1,1,311
15743,2011-08-18 12:43:00,4,784.46,112,2,3,2,232
15744,2011-09-23 09:52:00,1,34.8,77,3,1,1,311
15745,2011-09-27 10:24:00,4,1094.59,73,3,3,2,332
15746,2011-07-28 15:21:00,1,196.88,133,2,1,1,211
15747,2011-08-11 14:04:00,3,974.04,119,2,2,2,222
15748,2011-10-30 12:51:00,1,149.31,39,3,1,1,311
15749,2011-04-18 13:20:00,3,44534.3,234,1,2,3,123
15750,2011-09-28 13:00:00,8,2465.48,71,3,3,3,333
15752,2011-09-07 15:52:00,7,2637.38,92,2,3,3,233
15753,2011-02-08 12:41:00,1,79.2,303,1,1,1,111
15754,2011-09-27 10:12:00,3,458.57,73,3,2,2,322
15755,2011-09-26 15:51:00,6,2364.25,73,3,3,3,333
15756,2011-07-10 11:19:00,4,532.96,152,2,3,2,232
15757,2011-05-06 11:40:00,2,714.42,217,1,2,2,122
15758,2011-11-15 10:48:00,1,205.25,24,3,1,1,311
15759,2011-05-05 15:13:00,3,253.04,217,1,2,1,121
15762,2011-09-23 15:17:00,2,583.75,76,3,2,2,322
15763,2011-09-23 12:10:00,2,1086.92,77,3,2,2,322
15764,2011-09-12 17:58:00,6,3279.97,87,2,3,3,233
